Step,x-coordinate,y-coordinate,Actions
3178,52,33,F
3179,53,33,LF
3180,53,34,RF
3181,54,34,F
3182,55,34,LF
3183,55,35,LF
3184,54,35,F
3185,53,35,F
3186,52,35,LF
3187,52,34,RRF
3188,52,35,RF
3189,53,35,F
3190,54,35,F
3191,55,35,RF
3192,55,34,F
3193,55,33,LF
3194,56,33,F
3195,57,33,F
3196,58,33,LF
3197,58,34,LF
3198,57,34,RRF
3199,58,34,LF
3200,58,35,LF
3201,57,35,F
3202,56,35,LF
3203,56,34,RRF
3204,56,35,F
3205,56,36,RF
3206,57,36,RRF
3207,56,36,LF
3208,56,35,LF
3209,57,35,F
3210,58,35,LF
3211,58,36,RRF
3212,58,35,F
3213,58,34,F
3214,58,33,RF
3215,57,33,LF
3216,57,32,LF
3217,58,32,RF
3218,58,31,LF
3219,59,31,LF
3220,59,32,RF
3221,60,32,RRF
3222,59,32,LF
3223,59,31,LF
3224,60,31,RF
3225,60,30,RF
3226,59,30,F
3227,58,30,RRF
3228,59,30,F
3229,60,30,LF
3230,60,31,LF
3231,59,31,F
3232,58,31,F
3233,57,31,LF
3234,57,30,F
3235,57,29,F
3236,57,28,LF
3237,58,28,LF
3238,58,29,RRF
3239,58,28,RF
3240,57,28,LF
3241,57,27,LF
3242,58,27,RF
3243,58,26,LF
3244,59,26,LF
3245,59,27,F
3246,59,28,F
3247,59,29,RRF
3248,59,28,F
3249,59,27,F
3250,59,26,LF
3251,60,26,RF
3252,60,25,LF
3253,61,25,LF
3254,61,26,F
3255,61,27,LF
3256,60,27,RRF
3257,61,27,LF
3258,61,28,F
3259,61,29,LF
3260,60,29,LF
3261,60,28,RRF
3262,60,29,RF
3263,61,29,F
3264,62,29,LF
3265,62,30,LF
3266,61,30,RF
3267,61,31,RF
3268,62,31,RRF
3269,61,31,LF
3270,61,30,LF
3271,62,30,F
3272,63,30,F
3273,64,30,LF
3274,64,31,LF
3275,63,31,RRF
3276,64,31,LF
3277,64,32,F
3278,64,33,LF
3279,63,33,LF
3280,63,32,RF
3281,62,32,RRF
3282,63,32,LF
3283,63,33,RF
3284,64,33,LF
3285,64,34,LF
3286,63,34,RRF
3287,64,34,LF
3288,64,35,LF
3289,63,35,RF
3290,63,36,RRF
3291,63,35,LF
3292,64,35,LF
3293,64,36,RRF
3294,64,35,F
3295,64,34,F
3296,64,33,LF
3297,65,33,RRF
3298,64,33,LF
3299,64,32,LF
3300,65,32,RRF
3301,64,32,LF
3302,64,31,F
3303,64,30,LF
3304,65,30,LF
3305,65,31,RRF
3306,65,30,LF
3307,66,30,LF
3308,66,31,RRF
3309,66,30,RF
3310,65,30,F
3311,64,30,F
3312,63,30,F
3313,62,30,LF
3314,62,29,LF
3315,63,29,RF
3316,63,28,RRF
3317,63,29,LF
3318,62,29,F
3319,61,29,LF
3320,61,28,LF
3321,62,28,RRF
3322,61,28,LF
3323,61,27,F
3324,61,26,LF
3325,62,26,F
3326,63,26,LF
3327,63,27,LF
3328,62,27,RRF
3329,63,27,RF
3330,63,26,LF
3331,64,26,LF
3332,64,27,RF
3333,65,27,LF
3334,65,28,F
3335,65,29,LF
3336,64,29,LF
3337,64,28,RRF
3338,64,29,RF
3339,65,29,F
3340,66,29,RRF
3341,65,29,LF
3342,65,28,LF
3343,66,28,RRF
3344,65,28,LF
3345,65,27,LF
3346,66,27,F
3347,67,27,F
3348,68,27,LF
3349,68,28,LF
3350,67,28,RRF
3351,68,28,RF
3352,68,27,LF
3353,69,27,RF
3354,69,26,LF
3355,70,26,F
3356,71,26,RRF
3357,70,26,F
3358,69,26,F
3359,68,26,RRF
3360,69,26,LF
3361,69,27,LF
3362,68,27,F
3363,67,27,F
3364,66,27,LF
3365,66,26,LF
3366,67,26,RF
3367,67,25,LF
3368,68,25,RRF
3369,67,25,LF
3370,67,24,LF
3371,68,24,RRF
3372,67,24,RF
3373,67,25,LF
3374,66,25,LF
3375,66,24,RF
3376,65,24,LF
3377,65,23,LF
3378,66,23,RF
3379,66,22,LF
3380,67,22,LF
3381,67,23,RRF
3382,67,22,LF
3383,68,22,F
3384,69,22,LF
3385,69,23,LF
3386,68,23,RRF
3387,69,23,LF
3388,69,24,F
3389,69,25,RF
3390,70,25,RRF
3391,69,25,LF
3392,69,24,F
3393,69,23,F
3394,69,22,LF
3395,70,22,LF
3396,70,23,RF
3397,71,23,LF
3398,71,24,LF
3399,70,24,RRF
3400,71,24,F
3401,72,24,F
3402,73,24,F
3403,74,24,RRF
3404,73,24,F
3405,72,24,LF
3406,72,23,LF
3407,73,23,F
3408,74,23,F
3409,75,23,RRF
3410,74,23,LF
3411,74,22,F
3412,74,21,RRF
3413,74,22,LF
3414,73,22,LF
3415,73,21,RRF
3416,73,22,LF
3417,72,22,LF
3418,72,21,RF
3419,71,21,LF
3420,71,20,LF
3421,72,20,F
3422,73,20,F
3423,74,20,RRF
3424,73,20,F
3425,72,20,F
3426,71,20,F
3427,70,20,RRF
3428,71,20,LF
3429,71,21,RF
3430,72,21,LF
3431,72,22,RF
3432,73,22,F
3433,74,22,LF
3434,74,23,LF
3435,73,23,F
3436,72,23,RF
3437,72,24,LF
3438,71,24,LF
3439,71,23,F
3440,71,22,RRF
3441,71,23,LF
3442,70,23,LF
3443,70,22,F
3444,70,21,RRF
3445,70,22,LF
3446,69,22,LF
3447,69,21,F
3448,69,20,F
3449,69,19,LF
3450,70,19,F
3451,71,19,RF
3452,71,18,LF
3453,72,18,LF
3454,72,19,RRF
3455,72,18,LF
3456,73,18,RRF
3457,72,18,F
3458,71,18,RF
3459,71,19,LF
3460,70,19,LF
3461,70,18,F
3462,70,17,LF
3463,71,17,F
3464,72,17,F
3465,73,17,RF
3466,73,16,RF
3467,72,16,RRF
3468,73,16,LF
3469,73,17,LF
3470,72,17,F
3471,71,17,LF
3472,71,16,RRF
3473,71,17,LF
3474,70,17,F
3475,69,17,LF
3476,69,16,LF
3477,70,16,RF
3478,70,15,LF
3479,71,15,RRF
3480,70,15,F
3481,69,15,RRF
3482,70,15,LF
3483,70,16,LF
3484,69,16,F
3485,68,16,LF
3486,68,15,RRF
3487,68,16,LF
3488,67,16,RRF
3489,68,16,F
3490,69,16,LF
3491,69,17,RF
3492,70,17,LF
3493,70,18,F
3494,70,19,LF
3495,69,19,LF
3496,69,18,RF
3497,68,18,F
3498,67,18,F
3499,66,18,LF
3500,66,17,LF
3501,67,17,F
3502,68,17,RRF
3503,67,17,F
3504,66,17,LF
3505,66,16,F
3506,66,15,LF
3507,67,15,RF
3508,67,14,LF
3509,68,14,F
3510,69,14,F
3511,70,14,F
3512,71,14,F
3513,72,14,LF
3514,72,15,RRF
3515,72,14,F
3516,72,13,LF
3517,73,13,F
3518,74,13,LF
3519,74,14,LF
3520,73,14,RRF
3521,74,14,F
3522,75,14,LF
3523,75,15,F
3524,75,16,F
3525,75,17,LF
3526,74,17,LF
3527,74,16,F
3528,74,15,RF
3529,73,15,RRF
3530,74,15,LF
3531,74,16,F
3532,74,17,RF
3533,75,17,LF
3534,75,18,RF
3535,76,18,LF
3536,76,19,LF
3537,75,19,F
3538,74,19,LF
3539,74,18,RRF
3540,74,19,LF
3541,73,19,RRF
3542,74,19,F
3543,75,19,LF
3544,75,20,F
3545,75,21,RRF
3546,75,20,LF
3547,76,20,LF
3548,76,21,RF
3549,77,21,F
3550,78,21,LF
3551,78,22,LF
3552,77,22,F
3553,76,22,F
3554,75,22,RRF
3555,76,22,F
3556,77,22,F
3557,78,22,LF
3558,78,23,LF
3559,77,23,F
3560,76,23,RRF
3561,77,23,LF
3562,77,24,LF
3563,76,24,F
3564,75,24,RRF
3565,76,24,F
3566,77,24,LF
3567,77,25,F
3568,77,26,LF
3569,76,26,LF
3570,76,25,RRF
3571,76,26,LF
3572,75,26,LF
3573,75,25,RRF
3574,75,26,LF
3575,74,26,LF
3576,74,25,RRF
3577,74,26,LF
3578,73,26,LF
3579,73,25,RRF
3580,73,26,LF
3581,72,26,LF
3582,72,25,RF
3583,71,25,RRF
3584,72,25,LF
3585,72,26,RF
3586,73,26,LF
3587,73,27,LF
3588,72,27,RF
3589,72,28,F
3590,72,29,F
3591,72,30,LF
3592,71,30,LF
3593,71,29,F
3594,71,28,F
3595,71,27,RF
3596,70,27,RF
3597,70,28,RRF
3598,70,27,LF
3599,71,27,LF
3600,71,28,F
3601,71,29,F
3602,71,30,LF
3603,70,30,LF
3604,70,29,RF
3605,69,29,LF
3606,69,28,RRF
3607,69,29,LF
3608,68,29,F
3609,67,29,RRF
3610,68,29,F
3611,69,29,LF
3612,69,30,F
3613,69,31,RRF
3614,69,30,F
3615,69,29,LF
3616,70,29,LF
3617,70,30,RF
3618,71,30,F
3619,72,30,RF
3620,72,29,LF
3621,73,29,LF
3622,73,30,F
3623,73,31,LF
3624,72,31,F
3625,71,31,F
3626,70,31,RF
3627,70,32,LF
3628,69,32,RF
3629,69,33,RF
3630,70,33,LF
3631,70,34,LF
3632,69,34,RRF
3633,70,34,LF
3634,70,35,LF
3635,69,35,F
3636,68,35,RRF
3637,69,35,F
3638,70,35,LF
3639,70,36,LF
3640,69,36,F
3641,68,36,F
3642,67,36,LF
3643,67,35,RF
3644,66,35,LF
3645,66,34,LF
3646,67,34,F
3647,68,34,RF
3648,68,33,RRF
3649,68,34,LF
3650,67,34,LF
3651,67,33,RRF
3652,67,34,LF
3653,66,34,LF
3654,66,33,F
3655,66,32,LF
3656,67,32,F
3657,68,32,RRF
3658,67,32,LF
3659,67,31,F
3660,67,30,LF
3661,68,30,LF
3662,68,31,RRF
3663,68,30,RF
3664,67,30,RF
3665,67,31,F
3666,67,32,LF
3667,66,32,RF
3668,66,33,F
3669,66,34,LF
3670,65,34,RRF
3671,66,34,LF
3672,66,35,RF
3673,67,35,LF
3674,67,36,LF
3675,66,36,RF
3676,66,37,LF
3677,65,37,LF
3678,65,36,F
3679,65,35,RRF
3680,65,36,F
3681,65,37,RF
3682,66,37,LF
3683,66,38,LF
3684,65,38,RF
3685,65,39,LF
3686,64,39,LF
3687,64,38,F
3688,64,37,RRF
3689,64,38,F
3690,64,39,LF
3691,63,39,LF
3692,63,38,F
3693,63,37,RF
3694,62,37,RRF
3695,63,37,LF
3696,63,38,F
3697,63,39,RF
3698,64,39,F
3699,65,39,LF
3700,65,40,LF
3701,64,40,RF
3702,64,41,LF
3703,63,41,LF
3704,63,40,RRF
3705,63,41,LF
3706,62,41,LF
3707,62,40,F
3708,62,39,RRF
3709,62,40,LF
3710,61,40,LF
3711,61,39,RRF
3712,61,40,LF
3713,60,40,RRF
3714,61,40,F
3715,62,40,LF
3716,62,41,LF
3717,61,41,RF
3718,61,42,F
3719,61,43,RF
3720,62,43,RRF
3721,61,43,LF
3722,61,42,F
3723,61,41,LF
3724,62,41,LF
3725,62,42,RRF
3726,62,41,LF
3727,63,41,F
3728,64,41,LF
3729,64,42,LF
3730,63,42,RRF
3731,64,42,LF
3732,64,43,RRF
3733,64,42,F
3734,64,41,LF
3735,65,41,LF
3736,65,42,F
3737,65,43,RF
3738,66,43,LF
3739,66,44,F
3740,66,45,LF
3741,65,45,F
3742,64,45,F
3743,63,45,F
3744,62,45,LF
3745,62,44,LF
3746,63,44,F
3747,64,44,F
3748,65,44,RRF
3749,64,44,F
3750,63,44,LF
3751,63,43,RRF
3752,63,44,LF
3753,62,44,RF
3754,62,45,F
3755,62,46,F
3756,62,47,LF
3757,61,47,LF
3758,61,46,F
3759,61,45,RF
3760,60,45,F
3761,59,45,LF
3762,59,44,LF
3763,60,44,F
3764,61,44,RRF
3765,60,44,F
3766,59,44,RF
3767,59,45,LF
3768,58,45,LF
3769,58,44,RRF
3770,58,45,RF
3771,59,45,F
3772,60,45,LF
3773,60,46,RRF
3774,60,45,LF
3775,61,45,LF
3776,61,46,F
3777,61,47,LF
3778,60,47,RF
3779,60,48,F
3780,60,49,LF
3781,59,49,LF
3782,59,48,F
3783,59,47,F
3784,59,46,RF
3785,58,46,F
3786,57,46,RRF
3787,58,46,LF
3788,58,47,RRF
3789,58,46,LF
3790,59,46,LF
3791,59,47,F
3792,59,48,LF
3793,58,48,RF
3794,58,49,RRF
3795,58,48,LF
3796,59,48,LF
3797,59,49,RF
3798,60,49,F
3799,61,49,F
3800,62,49,F
3801,63,49,RF
3802,63,48,LF
3803,64,48,LF
3804,64,49,RRF
3805,64,48,F
3806,64,47,RRF
3807,64,48,LF
3808,63,48,F
3809,62,48,RRF
3810,63,48,LF
3811,63,49,LF
3812,62,49,F
3813,61,49,F
3814,60,49,LF
3815,60,48,LF
3816,61,48,RRF
3817,60,48,LF
3818,60,47,LF
3819,61,47,F
3820,62,47,F
3821,63,47,RF
3822,63,46,RRF
3823,63,47,LF
3824,62,47,LF
3825,62,46,F
3826,62,45,LF
3827,63,45,F
3828,64,45,LF
3829,64,46,RRF
3830,64,45,LF
3831,65,45,LF
3832,65,46,RRF
3833,65,45,LF
3834,66,45,LF
3835,66,46,RRF
3836,66,45,F
3837,66,44,LF
3838,67,44,LF
3839,67,45,RRF
3840,67,44,LF
3841,68,44,LF
3842,68,45,F
3843,68,46,LF
3844,67,46,RRF
3845,68,46,F
3846,69,46,LF
3847,69,47,LF
3848,68,47,RRF
3849,69,47,RF
3850,69,46,LF
3851,70,46,LF
3852,70,47,F
3853,70,48,LF
3854,69,48,F
3855,68,48,F
3856,67,48,LF
3857,67,47,RF
3858,66,47,F
3859,65,47,RF
3860,65,48,F
3861,65,49,RF
3862,66,49,RRF
3863,65,49,LF
3864,65,48,LF
3865,66,48,RRF
3866,65,48,LF
3867,65,47,LF
3868,66,47,F
3869,67,47,LF
3870,67,48,RF
3871,68,48,F
3872,69,48,F
3873,70,48,F
3874,71,48,LF
3875,71,49,LF
3876,70,49,F
3877,69,49,F
3878,68,49,F
3879,67,49,RRF
3880,68,49,F
3881,69,49,F
3882,70,49,F
3883,71,49,RF
3884,71,48,RF
3885,70,48,LF
3886,70,47,LF
3887,71,47,RRF
3888,70,47,LF
3889,70,46,LF
3890,71,46,RRF
3891,70,46,LF
3892,70,45,LF
3893,71,45,F
3894,72,45,LF
3895,72,46,F
3896,72,47,F
3897,72,48,F
3898,72,49,RRF
3899,72,48,LF
3900,73,48,LF
3901,73,49,RF
3902,74,49,F
3903,75,49,F
3904,76,49,F
3905,77,49,RF
3906,77,48,LF
3907,78,48,RRF
3908,77,48,LF
3909,77,47,RRF
3910,77,48,F
3911,77,49,LF
3912,76,49,F
3913,75,49,LF
3914,75,48,LF
3915,76,48,RF
3916,76,47,RRF
3917,76,48,LF
3918,75,48,LF
3919,75,47,RRF
3920,75,48,F
3921,75,49,LF
3922,74,49,F
3923,73,49,LF
3924,73,48,LF
3925,74,48,RF
3926,74,47,RRF
3927,74,48,LF
3928,73,48,LF
3929,73,47,RRF
3930,73,48,LF
3931,72,48,LF
3932,72,47,F
3933,72,46,F
3934,72,45,F
3935,72,44,LF
3936,73,44,LF
3937,73,45,F
3938,73,46,RRF
3939,73,45,F
3940,73,44,F
3941,73,43,LF
3942,74,43,F
3943,75,43,F
3944,76,43,F
3945,77,43,LF
3946,77,44,LF
3947,76,44,RF
3948,76,45,F
3949,76,46,LF
3950,75,46,LF
3951,75,45,F
3952,75,44,RF
3953,74,44,RRF
3954,75,44,LF
3955,75,45,F
3956,75,46,LF
3957,74,46,LF
3958,74,45,RRF
3959,74,46,RF
3960,75,46,F
3961,76,46,F
3962,77,46,F
3963,78,46,LF
3964,78,47,RF
3965,79,47,LF
3966,79,48,F
3967,79,49,LF
3968,78,49,RRF
3969,79,49,F
3970,80,49,F
3971,81,49,RRF
3972,80,49,F
3973,79,49,LF
3974,79,48,F
3975,79,47,RF
3976,78,47,LF
3977,78,46,F
3978,78,45,LF
3979,79,45,LF
3980,79,46,RRF
3981,79,45,LF
3982,80,45,LF
3983,80,46,F
3984,80,47,F
3985,80,48,RRF
3986,80,47,LF
3987,81,47,LF
3988,81,48,RF
3989,82,48,LF
3990,82,49,RRF
3991,82,48,RF
3992,81,48,LF
3993,81,47,LF
3994,82,47,F
3995,83,47,F
3996,84,47,RF
3997,84,46,LF
3998,85,46,LF
3999,85,47,RRF
4000,85,46,LF
4001,86,46,LF
4002,86,47,RRF
4003,86,46,F
4004,86,45,LF
4005,87,45,RF
4006,87,44,F
4007,87,43,LF
4008,88,43,RRF
4009,87,43,LF
4010,87,42,RRF
4011,87,43,LF
4012,86,43,LF
4013,86,42,F
4014,86,41,LF
4015,87,41,F
4016,88,41,LF
4017,88,42,RRF
4018,88,41,LF
4019,89,41,F
4020,90,41,RF
4021,90,40,RRF
4022,90,41,LF
4023,89,41,F
4024,88,41,LF
4025,88,40,LF
4026,89,40,RF
4027,89,39,LF
4028,90,39,F
4029,91,39,RF
4030,91,38,LF
4031,92,38,F
4032,93,38,F
4033,94,38,LF
4034,94,39,LF
4035,93,39,F
4036,92,39,RF
4037,92,40,F
4038,92,41,LF
4039,91,41,LF
4040,91,40,RRF
4041,91,41,RF
4042,92,41,RF
4043,92,40,F
4044,92,39,LF
4045,93,39,LF
4046,93,40,F
4047,93,41,F
4048,93,42,F
4049,93,43,RF
4050,94,43,LF
4051,94,44,RF
4052,95,44,LF
4053,95,45,LF
4054,94,45,F
4055,93,45,LF
4056,93,44,RRF
4057,93,45,RF
4058,94,45,LF
4059,94,46,LF
4060,93,46,RRF
4061,94,46,LF
4062,94,47,LF
4063,93,47,F
4064,92,47,LF
4065,92,46,RF
4066,91,46,LF
4067,91,45,LF
4068,92,45,RRF
4069,91,45,LF
4070,91,44,F
4071,91,43,LF
4072,92,43,LF
4073,92,44,RRF
4074,92,43,F
4075,92,42,RRF
4076,92,43,LF
4077,91,43,LF
4078,91,42,RF
4079,90,42,F
4080,89,42,RRF
4081,90,42,F
4082,91,42,LF
4083,91,43,LF
4084,90,43,F
4085,89,43,RF
4086,89,44,RRF
4087,89,43,LF
4088,90,43,F
4089,91,43,LF
4090,91,44,LF
4091,90,44,RRF
4092,91,44,LF
4093,91,45,LF
4094,90,45,F
4095,89,45,F
4096,88,45,LF
4097,88,44,RRF
4098,88,45,RF
4099,89,45,LF
4100,89,46,LF
4101,88,46,F
4102,87,46,RRF
4103,88,46,F
4104,89,46,LF
4105,89,47,LF
4106,88,47,F
4107,87,47,RRF
4108,88,47,F
4109,89,47,LF
4110,89,48,F
4111,89,49,LF
4112,88,49,F
4113,87,49,LF
4114,87,48,LF
4115,88,48,RRF
4116,87,48,F
4117,86,48,F
4118,85,48,F
4119,84,48,F
4120,83,48,RF
4121,83,49,RF
4122,84,49,RRF
4123,83,49,LF
4124,83,48,LF
4125,84,48,F
4126,85,48,LF
4127,85,49,RF
4128,86,49,RRF
4129,85,49,LF
4130,85,48,LF
4131,86,48,F
4132,87,48,LF
4133,87,49,RF
4134,88,49,F
4135,89,49,RF
4136,89,48,F
4137,89,47,F
4138,89,46,F
4139,89,45,LF
4140,90,45,F
4141,91,45,LF
4142,91,46,LF
4143,90,46,RF
4144,90,47,F
4145,90,48,RRF
4146,90,47,F
4147,90,46,LF
4148,91,46,LF
4149,91,47,F
4150,91,48,F
4151,91,49,LF
4152,90,49,RRF
4153,91,49,RF
4154,91,48,LF
4155,92,48,LF
4156,92,49,RRF
4157,92,48,RF
4158,91,48,LF
4159,91,47,F
4160,91,46,LF
4161,92,46,LF
4162,92,47,RF
4163,93,47,LF
4164,93,48,F
4165,93,49,RF
4166,94,49,RRF
4167,93,49,LF
4168,93,48,LF
4169,94,48,RRF
4170,93,48,LF
4171,93,47,LF
4172,94,47,F
4173,95,47,F
4174,96,47,LF
4175,96,48,LF
4176,95,48,RRF
4177,96,48,LF
4178,96,49,LF
4179,95,49,RRF
4180,96,49,F
4181,97,49,F
4182,98,49,F
